2026-09-07 10:15:45 IST | INFO     | ProcessLogBridge:_ensure_root_configured:229 - Runner logging initialized (rich console enabled)
2026-09-07 10:16:01 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: Waiting for new queues to be added for processing
2026-09-07 10:16:01 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: Starting EventWorkMonitor with 0.500000 seconds period
2026-09-07 10:16:01 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: Starting PeriodicEventInitiator with 1.000000 seconds period
2026-09-07 10:16:01 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: Found 0 periodic agent interactions
2026-09-07 10:16:01 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: HealthProbeServer started on port 8081
2026-09-07 10:16:16 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:52793 - "GET / HTTP/1.1" 200 OK
2026-09-07 10:16:17 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:52793 - "GET /assets/index.js HTTP/1.1" 200 OK
2026-09-07 10:16:17 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:52792 - "GET /assets/index.css HTTP/1.1" 200 OK
2026-09-07 10:16:22 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:52793 - "GET /api/v1/vite_config.json HTTP/1.1" 200 OK
2026-09-07 10:16:23 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:52789 - "GET /vite.svg HTTP/1.1" 200 OK
2026-09-07 10:16:23 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:52789 - "GET /api/v1/version/nsflow HTTP/1.1" 200 OK
2026-09-07 10:16:23 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:52793 - "GET /api/v1/get_ns_config HTTP/1.1" 200 OK
2026-09-07 10:16:23 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:12223 - "GET /api/v1/ping HTTP/1.1" 200 OK
2026-09-07 10:16:24 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:12222 - "GET /api/v1/get_ns_config HTTP/1.1" 200 OK
2026-09-07 10:16:24 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:52789 - "GET /api/v1/ping HTTP/1.1" 200 OK
2026-09-07 10:16:24 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:52793 - "GET /api/v1/version/nsflow HTTP/1.1" 200 OK
2026-09-07 10:16:24 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:12220 - "GET /api/v1/mcp/oauth/connections HTTP/1.1" 200 OK
2026-09-07 10:16:24 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:12219 - "GET /api/v1/mcp/oauth/redirect_uri HTTP/1.1" 200 OK
2026-09-07 10:16:24 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:12223 - "GET /api/v1/version/neuro-san HTTP/1.1" 200 OK
2026-09-07 10:16:24 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:52789 - "GET /api/v1/get_ns_config HTTP/1.1" 200 OK
2026-09-07 10:16:24 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: [0] Start /api/v1/list
2026-09-07 10:16:24 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: [0] 200 GET /api/v1/list (::1) 1.78ms
2026-09-07 10:16:24 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:16:24 - httpx - INFO - HTTP Request: GET http://localhost:8090/api/v1/list "HTTP/1.1 200 OK"
2026-09-07 10:16:24 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:12222 - "GET /api/v1/list?connection_type=http&host=localhost&port=8090 HTTP/1.1" 200 OK
2026-09-07 10:16:24 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: [0] Finish /api/v1/list
2026-09-07 10:16:24 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:52793 - "GET /api/v1/version/neuro-san HTTP/1.1" 200 OK
2026-09-07 10:16:25 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:12219 - "GET /api/v1/get_ns_config HTTP/1.1" 200 OK
2026-09-07 10:20:53 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:53310 - "WebSocket /api/v1/ws/logs/decommission_readiness/session_1788756381103_3c2985f514a556" [accepted]
2026-09-07 10:20:53 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     connection open
2026-09-07 10:20:53 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:20:53 - decommission_readiness - INFO - New logs client connected
2026-09-07 10:20:53 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:20:53 - root - INFO - Using thinking file: /home/ec2-user/neuro-san-hackathon/logs/agent_thinking.txt
2026-09-07 10:20:53 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:20:53 - root - INFO - Using thinking dir: /home/ec2-user/neuro-san-hackathon/logs/thinking_dir
2026-09-07 10:20:53 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:20:53 - root - INFO - Created agent session for agent: http://localhost:8090/api/v1/decommission_readiness/http
2026-09-07 10:20:54 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: [0] Start decommission_readiness/connectivity
2026-09-07 10:20:54 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: Received a decommission_readiness.Connectivity request for connectivity request
2026-09-07 10:20:54 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:53309 - "GET /api/v1/connectivity/decommission_readiness HTTP/1.1" 200 OK
2026-09-07 10:20:54 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: Agent network 'decommission_readiness' (ID: 281472946232528) used for operation: connectivity
2026-09-07 10:20:54 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: Done with decommission_readiness.Connectivity request for connectivity request
2026-09-07 10:20:54 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:53306 - "WebSocket /api/v1/ws/logs/decommission_readiness/session_1788756381103_3c2985f514a556" [accepted]
2026-09-07 10:20:54 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:53307 - "GET /vite.svg HTTP/1.1" 200 OK
2026-09-07 10:20:54 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     connection open
2026-09-07 10:20:54 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:53311 - "GET /api/v1/mcp/oauth/required/decommission_readiness HTTP/1.1" 200 OK
2026-09-07 10:20:54 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: [0] 200 GET /api/v1/decommission_readiness/connectivity (::1) 1038.87ms
2026-09-07 10:20:54 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:20:54 - root - INFO - network_name: decommission_readiness
2026-09-07 10:20:54 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: [0] Finish decommission_readiness/connectivity
2026-09-07 10:20:54 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:53308 - "GET /api/v1/networkconfig/decommission_readiness HTTP/1.1" 200 OK
2026-09-07 10:20:54 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:20:54 - root - INFO - Using thinking file: /home/ec2-user/neuro-san-hackathon/logs/agent_thinking.txt
2026-09-07 10:20:54 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:20:54 - root - INFO - Using thinking dir: /home/ec2-user/neuro-san-hackathon/logs/thinking_dir
2026-09-07 10:20:54 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: [0] Start decommission_readiness/connectivity
2026-09-07 10:20:54 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:20:54 - root - INFO - Created agent session for agent: http://localhost:8090/api/v1/decommission_readiness/http
2026-09-07 10:20:54 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: Received a decommission_readiness.Connectivity request for connectivity request
2026-09-07 10:20:54 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:53304 - "GET /api/v1/connectivity/decommission_readiness HTTP/1.1" 200 OK
2026-09-07 10:20:54 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: Agent network 'decommission_readiness' (ID: 281472946232528) used for operation: connectivity
2026-09-07 10:20:54 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: Done with decommission_readiness.Connectivity request for connectivity request
2026-09-07 10:20:54 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: [0] 200 GET /api/v1/decommission_readiness/connectivity (::1) 1.95ms
2026-09-07 10:20:54 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: [0] Finish decommission_readiness/connectivity
2026-09-07 10:20:54 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:20:54 - root - INFO - Using thinking file: /home/ec2-user/neuro-san-hackathon/logs/agent_thinking.txt
2026-09-07 10:20:54 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:20:54 - root - INFO - Using thinking dir: /home/ec2-user/neuro-san-hackathon/logs/thinking_dir
2026-09-07 10:20:54 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:20:54 - root - INFO - Created agent session for agent: http://localhost:8090/api/v1/decommission_readiness/http
2026-09-07 10:20:54 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:53303 - "WebSocket /api/v1/ws/chat/decommission_readiness/session_1788756381103_3c2985f514a556" [accepted]
2026-09-07 10:20:54 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     connection open
2026-09-07 10:20:54 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:20:54 - decommission_readiness - INFO - Chat client session_1788756381103_3c2985f514a556 connected to agent: decommission_readiness
2026-09-07 10:20:55 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:53302 - "WebSocket /api/v1/ws/internalchat/decommission_readiness/session_1788756381103_3c2985f514a556" [accepted]
2026-09-07 10:20:55 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     connection open
2026-09-07 10:20:55 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:20:55 - decommission_readiness - INFO - Internal chat connected: decommission_readiness
2026-09-07 10:20:55 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:53301 - "WebSocket /api/v1/ws/slydata/decommission_readiness/session_1788756381103_3c2985f514a556" [accepted]
2026-09-07 10:20:55 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     connection open
2026-09-07 10:20:56 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:53300 - "WebSocket /api/v1/ws/progress/decommission_readiness/session_1788756381103_3c2985f514a556" [accepted]
2026-09-07 10:20:56 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     connection open
2026-09-07 10:20:56 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:20:56 - root - INFO - network_name: decommission_readiness, agent_name: DecommissionReadinessAgent
2026-09-07 10:20:56 IST | INFO     | nsflow:_log:823 - nsflow - INFO:     167.103.23.81:53304 - "GET /api/v1/networkconfig/decommission_readiness/agent/DecommissionReadinessAgent HTTP/1.1" 200 OK
2026-09-07 10:21:00 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: [0] Start decommission_readiness/streaming_chat
2026-09-07 10:21:00 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: Received a decommission_readiness.StreamingChat request for 'CHG0012410'
2026-09-07 10:21:00 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: Agent network 'decommission_readiness' (ID: 281472946232528) used for operation: streaming_chat
2026-09-07 10:21:01 IST | INFO     | NeuroSan:_log:823 - NeuroSan:Http Server: Found credentials from IAM Role: instanceRole
2026-09-07 10:21:02 IST | INFO     | NeuroSan:_log:823 - NeuroSan - {"message": "HTTP Request: POST https://bedrock-runtime.us-east-1.amazonaws.com/model/global.anthropic.claude-haiku-4-5-20251001-v1:0/invoke "HTTP/1.1 200 OK"", "user_id": "ec2-user", "Timestamp": "2026-09-07T10:21:02.533025", "source": "HttpServer", "message_type": "Other", "request_id": "request-4"}
2026-09-07 10:21:02 IST | WARNING  | NeuroSan:_log:821 - NeuroSan:HttpServer: No price info found for model anthropic.claude-haiku-4-5-20251001-v1:0 in llm info. Token cost defaults to 0.
2026-09-07 10:21:02 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:21:02 - decommission_readiness - INFO - {'otrace': ['DecommissionReadinessAgent'], 'text': "I'll follow the readiness evaluation process for this change ticket. Let me start by resolving it to the canonical ticket and server."}
2026-09-07 10:21:02 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:21:02 - decommission_readiness - INFO - {'otrace': ['DecommissionReadinessAgent'], 'text': 'Invoking: `IntakeResolverAgent` with:\n{"invoking_start": true, "invoked_agent_name": "IntakeResolverAgent", "params": {"identifier": "CHG0012410"}}'}
2026-09-07 10:21:03 IST | INFO     | NeuroSan:_log:823 - NeuroSan - {"message": "HTTP Request: POST https://bedrock-runtime.us-east-1.amazonaws.com/model/global.anthropic.claude-haiku-4-5-20251001-v1:0/invoke "HTTP/1.1 200 OK"", "user_id": "ec2-user", "Timestamp": "2026-09-07T10:21:03.331467", "source": "HttpServer", "message_type": "Other", "request_id": "request-4"}
2026-09-07 10:21:03 IST | WARNING  | NeuroSan:_log:821 - NeuroSan:HttpServer: No price info found for model anthropic.claude-haiku-4-5-20251001-v1:0 in llm info. Token cost defaults to 0.
2026-09-07 10:21:03 IST | WARNING  | NeuroSan:_log:821 - NeuroSan:HttpServer: No price info found for model anthropic.claude-haiku-4-5-20251001-v1:0 in llm info. Token cost defaults to 0.
2026-09-07 10:21:03 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:21:03 - decommission_readiness - INFO - {'otrace': ['DecommissionReadinessAgent'], 'text': 'Invoking: `intake_resolver_tool` with:\n{"invoking_start": true, "invoked_agent_name": "intake_resolver_tool", "params": {"identifier": "CHG0012410"}}'}
2026-09-07 10:21:03 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: Calling class intake_resolver.IntakeResolverTool
2026-09-07 10:21:03 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:21:03 - decommission_readiness - INFO - {'otrace': ['DecommissionReadinessAgent', 'IntakeResolverAgent'], 'text': 'Invoking: `intake_resolver_tool` with:\n{"invoking_start": true, "invoked_agent_name": "intake_resolver_tool", "params": {"identifier": "CHG0012410"}}'}
2026-09-07 10:21:03 IST | INFO     | NeuroSan:_log:823 - NeuroSan:HttpServer: AGENT_TOOL_PATH_ONLY is not enabled: CodedTool 'class' references can resolve via fully-qualified import from anywhere on the PYTHONPATH. Set AGENT_TOOL_PATH_ONLY=true to restrict resolution to the AGENT_TOOL_PATH hierarchy.
2026-09-07 10:21:03 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:21:03 - decommission_readiness - INFO - {'otrace': ['DecommissionReadinessAgent', 'IntakeResolverAgent', 'intake_resolver_tool'], 'text': 'Received arguments:\n{"tool_start": true, "tool_args": {"identifier": "CHG0012410", "origin": [{"tool": "DecommissionReadinessAgent", "instantiation_index": 1}, {"tool": "IntakeResolverAgent", "instantiation_index": 1}, {"tool": "intake_resolver_tool", "instantiation_index": 1}], "origin_str": "DecommissionReadinessAgent.IntakeResolverAgent.intake_resolver_tool"}}'}
2026-09-07 10:21:03 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:21:03 - decommission_readiness - INFO - {'otrace': ['DecommissionReadinessAgent', 'IntakeResolverAgent', 'intake_resolver_tool'], 'text': 'Got result:\n{"tool_end": true, "tool_error": false, "tool_output": {"input": "CHG0012410", "resolved": true, "ticket_id": "CHG0012410", "server": "BATCH-JOB-009", "resolution_notes": []}}'}
2026-09-07 10:21:03 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:21:03 - decommission_readiness - INFO - {'otrace': ['DecommissionReadinessAgent', 'IntakeResolverAgent'], 'text': "result from intake_resolver_tool\n{'input': 'CHG0012410', 'resolved': True, 'ticket_id': 'CHG0012410', 'server': 'BATCH-JOB-009', 'resolution_notes': []}"}
2026-09-07 10:21:04 IST | INFO     | NeuroSan:_log:823 - NeuroSan - {"message": "HTTP Request: POST https://bedrock-runtime.us-east-1.amazonaws.com/model/global.anthropic.claude-haiku-4-5-20251001-v1:0/invoke "HTTP/1.1 200 OK"", "user_id": "ec2-user", "Timestamp": "2026-09-07T10:21:04.283033", "source": "HttpServer", "message_type": "Other", "request_id": "request-4"}
2026-09-07 10:21:04 IST | WARNING  | NeuroSan:_log:821 - NeuroSan:HttpServer: No price info found for model anthropic.claude-haiku-4-5-20251001-v1:0 in llm info. Token cost defaults to 0.
2026-09-07 10:21:04 IST | WARNING  | NeuroSan:_log:821 - NeuroSan:HttpServer: No price info found for model anthropic.claude-haiku-4-5-20251001-v1:0 in llm info. Token cost defaults to 0.
2026-09-07 10:21:04 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:21:04 - decommission_readiness - INFO - {'otrace': ['DecommissionReadinessAgent', 'IntakeResolverAgent'], 'text': None}
2026-09-07 10:21:04 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:21:04 - decommission_readiness - INFO - {'otrace': ['DecommissionReadinessAgent', 'IntakeResolverAgent'], 'text': ''}
2026-09-07 10:21:04 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:21:04 - decommission_readiness - INFO - {'otrace': ['DecommissionReadinessAgent'], 'text': "result from IntakeResolverAgent\nThe identifier 'CHG0012410' has been resolved successfully:\n\n- **Resolved:** True\n- **Ticket ID:** CHG0012410\n- **Server:** BATCH-JOB-009\n- **Resolution Notes:** None"}
2026-09-07 10:21:06 IST | INFO     | NeuroSan:_log:823 - NeuroSan - {"message": "HTTP Request: POST https://bedrock-runtime.us-east-1.amazonaws.com/model/global.anthropic.claude-haiku-4-5-20251001-v1:0/invoke "HTTP/1.1 200 OK"", "user_id": "ec2-user", "Timestamp": "2026-09-07T10:21:06.643249", "source": "HttpServer", "message_type": "Other", "request_id": "request-4"}
2026-09-07 10:21:06 IST | WARNING  | NeuroSan:_log:821 - NeuroSan:HttpServer: No price info found for model anthropic.claude-haiku-4-5-20251001-v1:0 in llm info. Token cost defaults to 0.
2026-09-07 10:21:06 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:21:06 - decommission_readiness - INFO - {'otrace': ['DecommissionReadinessAgent'], 'text': 'Great! Now let me gather all evidence by investigating the ticket approval status, communication/objections, and technical risks.'}
2026-09-07 10:21:06 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:21:06 - decommission_readiness - INFO - {'otrace': ['DecommissionReadinessAgent'], 'text': 'Invoking: `TicketLookupAgent` with:\n{"invoking_start": true, "invoked_agent_name": "TicketLookupAgent", "params": {"ticket_id": "CHG0012410", "server": "BATCH-JOB-009"}}'}
2026-09-07 10:21:06 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:21:06 - decommission_readiness - INFO - {'otrace': ['DecommissionReadinessAgent'], 'text': 'Invoking: `CommScannerAgent` with:\n{"invoking_start": true, "invoked_agent_name": "CommScannerAgent", "params": {"server": "BATCH-JOB-009"}}'}
2026-09-07 10:21:06 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:21:06 - decommission_readiness - INFO - {'otrace': ['DecommissionReadinessAgent'], 'text': 'Invoking: `RiskAnalyzerAgent` with:\n{"invoking_start": true, "invoked_agent_name": "RiskAnalyzerAgent", "params": {"server": "BATCH-JOB-009"}}'}
2026-09-07 10:21:07 IST | INFO     | NeuroSan:_log:823 - NeuroSan - {"message": "HTTP Request: POST https://bedrock-runtime.us-east-1.amazonaws.com/model/global.anthropic.claude-haiku-4-5-20251001-v1:0/invoke "HTTP/1.1 200 OK"", "user_id": "ec2-user", "Timestamp": "2026-09-07T10:21:07.452660", "source": "HttpServer", "message_type": "Other", "request_id": "request-4"}
2026-09-07 10:21:07 IST | WARNING  | NeuroSan:_log:821 - NeuroSan:HttpServer: No price info found for model anthropic.claude-haiku-4-5-20251001-v1:0 in llm info. Token cost defaults to 0.
2026-09-07 10:21:07 IST | WARNING  | NeuroSan:_log:821 - NeuroSan:HttpServer: No price info found for model anthropic.claude-haiku-4-5-20251001-v1:0 in llm info. Token cost defaults to 0.
2026-09-07 10:21:07 IST | INFO     | nsflow:_log:823 - nsflow - 2026-09-07 10:21:07 - decommission_readiness - INFO - {'otrace': ['DecommissionReadinessAgent'], 'text': 'Invoking: `comm_scanner_tool` with:\n{"invoking_start": true, "invoked_agent_name": "comm_scanner_tool", "params": {"server": "BATCH-JOB-009"}}'}
